TIMESTAMP,RECORD,BattV_Min,AirTC_Avg,RH,DT_Avg,Q_Avg,TCDT_Avg,DBTCDT_Avg,BP_mbar_Avg,CM3Up_Avg,CM3Dn_Avg,CG3Up_Avg,CG3Dn_Avg,Albedo_Avg,NetRs_Avg,NetRl_Avg,NetTot_Avg,WS_ms_Avg,WS_ms_Max,WindDir,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,UpTot_Avg,DnTot_Avg,CG3UpCo_Avg,CG3DnCo_Avg
2022-10-09 00:00:00,6,13.3669230769231,7.68961538461538,22.3538461538462,2.39769230769231,225.961538461538,2.43123076923077,0.0173846153846154,181.925609,NaN,-1423.7,NaN,NaN,NaN,NaN,NaN,NaN,0.529,1.18107692307692,254.007692307692,0.529,179.715384615385,31.0092307692308,NaN,NaN,NaN,NaN
2022-10-10 00:00:00,24.5,13.4904166666667,6.05104166666667,40.3791666666667,2.40425,243.995833333333,2.43075,0.0186875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.34554166666667,2.371375,240.7875,1.34554166666667,223.845833333333,29.6915833333333,NaN,NaN,NaN,NaN
2022-10-11 00:00:00,48.5,13.5195833333333,5.23129166666667,40.6620833333333,2.409375,216.604166666667,2.43229166666667,0.0177083333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.66366666666667,4.32616666666667,230.091666666667,2.66366666666667,218.3,34.415,NaN,NaN,NaN,NaN
2022-10-12 00:00:00,72.5,13.5204166666667,4.45575,46.055,2.41470833333333,199.808333333333,2.43420833333333,0.0154166666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.28116666666667,3.72241666666667,225.133333333333,2.28120833333333,223.75,30.4345833333333,NaN,NaN,NaN,NaN
2022-10-13 00:00:00,96.5,13.5654166666667,2.84608333333333,51.6245833333333,2.42183333333333,200.654166666667,2.43433333333333,0.0154583333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.03329166666667,2.12154166666667,181.407916666667,1.03329166666667,194.725,54.7391666666667,NaN,NaN,NaN,NaN
2022-10-14 00:00:00,120.5,13.5120833333333,5.38358333333333,31.30125,2.41145833333333,199.991666666667,2.435,0.0150416666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.131,3.40525,222.183333333333,2.131,226.454166666667,27.7304166666667,NaN,NaN,NaN,NaN
2022-10-15 00:00:00,144.5,13.53375,4.94054166666667,44.7425,2.413125,199.495833333333,2.43475,0.0152916666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1535,2.19866666666667,172.915916666667,1.1535,155.477083333333,39.9145833333333,NaN,NaN,NaN,NaN
2022-10-16 00:00:00,168.5,13.4595833333333,1.72720833333333,69.7945833333333,2.4265,201.733333333333,2.434,0.016125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.396916666666667,1.03279166666667,163.747,0.396916666666667,146.613333333333,30.0995,NaN,NaN,NaN,NaN
2022-10-17 00:00:00,192.5,13.48,3.87908333333333,43.6070833333333,2.4185,202.733333333333,2.43529166666667,0.015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.370125,0.907916666666667,234.696666666667,0.370125,212.207916666667,22.299125,NaN,NaN,NaN,NaN
2022-10-18 00:00:00,216.5,13.4770833333333,4.76475,30.6566666666667,2.41541666666667,203.420833333333,2.436125,0.01425,NaN,NaN,NaN,-221.734,429.133333333333,NaN,NaN,-919.333333333333,NaN,0.420375,1.00183333333333,172.885833333333,0.420375,177.7375,26.5763333333333,NaN,NaN,NaN,NaN
