TIMESTAMP,RECORD,BattV_Min,AirTC_Avg,RH,DT_Avg,Q_Avg,TCDT_Avg,DBTCDT_Avg,BP_mbar_Avg,CM3Up_Avg,CM3Dn_Avg,CG3Up_Avg,CG3Dn_Avg,Albedo_Avg,NetRs_Avg,NetRl_Avg,NetTot_Avg,WS_ms_Avg,WS_ms_Max,WindDir,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,UpTot_Avg,DnTot_Avg,CG3UpCo_Avg,CG3DnCo_Avg,BFS_density,SWE
2023-11-16 00:00:00,2990.5,13.4284375,0.733572916666667,68.5560416666667,2.54670833333333,245.217708333333,2.550625,-0.00333422619047618,338.750178125,22.4176666666667,14.7692395833333,-33.1281145833333,-5.76725,Inf,7.64716666666666,-27.3617291666667,-19.71484375,2.73663541666667,3.8905625,217.6625,2.73663541666667,218.590625,28.113125,-10.7121458333333,9.00469791666667,NaN,NaN,329,-0.109696041666666
2023-11-17 00:00:00,3086.5,13.5694791666667,-0.0500729166666666,69.8403125,2.610375,279.346875,2.610125,0.0247,344.265053125,110.937479166667,76.7799270833333,-88.3470520833333,-11.8697291666667,Inf,34.1573125,-76.4781354166667,-42.32015625,2.45234375,3.28711458333333,215.380208333333,2.45234375,213.822916666667,25.1915625,22.5885520833333,64.90715625,NaN,NaN,265,0.65455
2023-11-18 00:00:00,3182.5,13.6079166666667,-0.160739583333333,62.5479166666667,2.6043125,278.05625,2.60421875,0.0493857142857143,340.014653125,93.9157708333333,29.0715520833333,-69.9458229166667,-6.88801041666666,-0.187020833333333,64.84334375,-63.0607604166667,1.78437499999999,2.11869791666667,2.96109375,211.666666666667,2.11869791666667,209.441666666667,25.1265625,23.9688333333333,22.184,NaN,NaN,356,1.75813142857143
2023-11-19 00:00:00,3278.5,13.3764583333333,-3.69219791666667,86.5654166666667,2.2526875,286.811458333333,2.23759375,0.0740714285714286,342.217398958333,44.1423541666667,32.1237916666667,-6.59092708333333,-3.88539583333333,Inf,12.01684375,-2.70546875,9.31105208333333,0.9328125,1.5905625,204.418302083333,0.932822916666667,205.7974375,39.47984375,37.5525833333333,28.2417083333333,NaN,NaN,222,1.64438571428571
2023-11-20 00:00:00,3374.5,12.8676041666667,-6.23283333333333,91.4260416666667,2.375125,284.683333333333,2.3475625,0.0981770833333333,342.478198958333,11.1278645833333,25.5808333333333,-0.0631145833333333,-4.2735625,Inf,-14.4521979166667,4.21057291666667,-10.2417291666667,0.501635416666667,1.03855208333333,142.936291666667,0.501645833333333,151.78953125,55.76996875,11.06484375,21.30646875,NaN,NaN,223,2.18934895833333
2023-11-21 00:00:00,3470.5,13.434375,-4.73907291666667,70.5136458333333,2.60848958333333,230.776041666667,2.58601041666667,0.0717552083333333,344.219352083333,106.230041666667,102.018125,-49.3910833333333,-16.9773333333333,Inf,4.20977083333333,-32.4150625,-28.2027291666667,1.48883333333333,2.1771875,191.386770833333,1.48883333333333,192.65490625,27.6615520833333,56.8342083333333,85.04109375,NaN,NaN,210,1.506859375
2023-11-22 00:00:00,3566.5,13.6320833333333,0.878822916666667,43.7629166666667,2.71113541666667,239.379166666667,2.71533333333333,0.0501875,341.25255625,113.001135416667,91.0298958333333,-90.7794791666667,-20.3691666666667,Inf,21.9682083333333,-70.4109375,-48.4432708333333,2.28886458333333,3.04347916666667,203.180208333333,2.28886458333333,202.25625,20.518125,22.22034375,70.6594375,NaN,NaN,211,1.05895625
2023-11-23 00:00:00,3662.5,13.621875,-6.01982291666667,74.6194791666667,2.75583333333333,215.096875,2.72502083333333,0.0407487980769231,342.05390625,60.9661145833333,40.7597708333333,-40.8315,-3.6479375,-0.05171875,20.2094583333333,-37.1824270833333,-16.9720625,0.694916666666667,1.13058333333333,121.379458333333,0.694916666666667,105.352260416667,26.23859375,20.1381666666667,37.1108333333333,NaN,NaN,313,1.27543737980769
2023-11-24 00:00:00,3758.5,13.4546875,-11.1214270833333,83.6605208333334,2.2833125,278.63125,2.23403125,0.0577355769230769,345.202508333333,30.2991354166667,41.0028229166667,-0.235041666666667,-3.70779166666667,Inf,-10.7037708333333,3.47258333333333,-7.23138541666667,0.331177083333333,0.683958333333333,156.67275,0.331177083333333,138.621145833333,24.2955520833333,30.06521875,37.2966041666667,NaN,NaN,314,1.81289711538462
2023-11-25 00:00:00,3854.5,13.22,-12.2383958333333,81.8715625,2.60738541666667,258.434375,2.54854166666667,0.108551851851852,345.717291666667,23.2861145833333,52.01878125,0.07303125,-5.95807291666667,NaN,-28.731875,6.03070833333333,-22.7028958333333,0.90328125,1.56310416666667,182.808635416667,0.90328125,199.666041666667,37.6083125,23.3585104166667,46.0614583333333,NaN,NaN,272,2.95261037037037
