TIMESTAMP,RECORD,BattV_Min,AirTC_Avg,RH,DT_Avg,Q_Avg,TCDT_Avg,DBTCDT_Avg,BP_mbar_Avg,CM3Up_Avg,CM3Dn_Avg,CG3Up_Avg,CG3Dn_Avg,Albedo_Avg,NetRs_Avg,NetRl_Avg,NetTot_Avg,WS_ms_Avg,WS_ms_Max,WindDir,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,UpTot_Avg,DnTot_Avg,CG3UpCo_Avg,CG3DnCo_Avg,UFN_density,SWE
2024-11-26 00:00:00,284.5,12.5591666666667,-4.86345833333333,92.77,2.14079166666667,200.3875,2.12154166666667,0.46875,703.984883333333,1.70908333333333,4.72870833333333,-0.0570416666666667,-0.784,1.52918181818182,-3.01979166666667,0.726916666666667,-2.29258333333333,0,0,78.1041666666667,0,0,0,1.65216666666667,3.94525,0.00994736842105263,-0.365052631578947,223,10.453125
2024-11-27 00:00:00,308.5,12.5566666666667,-8.582625,89.2,1.875875,216.15,1.84608333333333,0.725041666666667,703.720633333333,4.41366666666667,15.1177916666667,0.005375,-3.61545833333333,2.7845,-10.7051666666667,3.620875,-7.084,0.000125,0.00625,87.4779166666667,0.000125,33.6429166666667,8.33333333333333e-05,4.41854166666667,11.5034166666667,0.0975833333333333,-3.52325,168,12.1807
2024-11-28 00:00:00,332.5,12.5454166666667,-12.8475,83.2729166666667,1.92920833333333,215.9875,1.88333333333333,0.705916666666667,707.115054166667,4.47716666666667,4.22204166666667,-12.357625,-7.404375,0.3421875,0.254375,-4.953875,-4.699625,0.002125,0.0770833333333333,123.527833333333,0.002125,76.0344583333333,5.19229166666667,-7.88054166666667,-3.18154166666667,-12.2712916666667,-7.316875,152,10.7299333333333
2024-11-29 00:00:00,356.5,12.5416666666667,-11.6175,83.7291666666667,1.97883333333333,203.8,1.93629166666667,0.6537421875,707.710520833333,4.305,4.34320833333333,-12.8975,-7.438625,Inf,-0.0375,-5.45883333333333,-5.49691666666667,0,0,200.279166666667,0,0,0,-8.59125,-3.09545833333333,-12.7966666666667,-7.33820833333333,187,12.22497890625
2024-11-30 00:00:00,380.5,12.5375,-9.17141666666667,74.18,2.004,224.295833333333,1.96995833333333,0.619028645833333,708.764875,4.9465,4.59683333333333,-8.90608333333333,-6.74616666666667,Inf,0.3505,-2.159125,-1.8085,0.000125,0.006,183.44125,0.000125,13.69875,0.285125,-3.95904166666667,-2.150625,-8.82191666666667,-6.662875,186,11.5139328125
2024-12-01 00:00:00,404.5,12.54125,-6.956375,65.96625,2.02670833333333,192.566666666667,2.00070833333333,0.589291666666667,712.256933333333,4.02529166666667,3.647875,-32.14625,-8.55725,Inf,0.378083333333333,-23.5879166666667,-23.2108333333333,0.00133333333333333,0.0434583333333333,140.876666666667,0.00133333333333333,71.1108333333333,4.16341666666667,-28.1208333333333,-4.909875,-30.614,-7.2988,196,11.5501166666667
2024-12-02 00:00:00,428.5,12.5370833333333,-5.10991666666667,78.09,2.04375,204.05,2.02441666666667,0.565583333333333,715.120575,3.65458333333333,3.24879166666667,-31.7520833333333,-7.94795833333333,0.149933333333333,0.405791666666667,-23.8033333333333,-23.3983333333333,0.000708333333333333,0.0239583333333333,168.199166666667,0.000708333333333333,21.3141666666667,2.10633333333333,-28.0975,-4.69941666666667,-30.548,-6.96106666666667,206,11.6510166666667
2024-12-03 00:00:00,452.5,12.5516666666667,-4.979625,70.2341666666667,2.05841666666667,189.483333333333,2.039625,0.550375,714.680554166667,5.23345833333333,3.95720833333333,-32.7604166666667,-8.865,0.146133333333333,1.27645833333333,-23.8954166666667,-22.617875,4.16666666666667e-05,0.00333333333333333,201.357916666667,4.16666666666667e-05,13.9875,0.000125,-27.526875,-4.90879166666667,-31.01,-6.72481818181818,229,12.6035875
2024-12-04 00:00:00,476.5,12.5254166666667,-4.97633333333333,69.7879166666667,2.07541666666667,200.183333333333,2.05629166666667,0.533708333333333,713.748966666667,3.50583333333333,3.00433333333333,-31.7866666666667,-8.55575,0.275933333333333,0.500875,-23.2304166666667,-22.7275,0,8.33333333333333e-05,187.025,0,2.1025,0,-28.2804166666667,-5.5515,-30.4544444444444,-6.94422222222222,216,11.5281
2024-12-05 00:00:00,500.5,12.5220833333333,-6.21170833333333,67.2620833333334,2.09029166666667,209.804166666667,2.0665,0.523458333333333,713.757241666667,3.37670833333333,2.934625,-31.4804166666667,-8.23208333333333,Inf,0.442791666666667,-23.2483333333333,-22.8045833333333,0,0,196.75,0,0,0,-28.1020833333333,-5.29741666666667,-28.9938461538462,-6.14730769230769,242,12.6676916666667
