TIMESTAMP,RECORD,BattV_Min,AirTC_Avg,RH,DT_Avg,Q_Avg,TCDT_Avg,DBTCDT_Avg,BP_mbar_Avg,CM3Up_Avg,CM3Dn_Avg,CG3Up_Avg,CG3Dn_Avg,Albedo_Avg,NetRs_Avg,NetRl_Avg,NetTot_Avg,WS_ms_Avg,WS_ms_Max,WindDir,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,UpTot_Avg,DnTot_Avg,CG3UpCo_Avg,CG3DnCo_Avg,BFN_density,SWE
2023-06-01 00:00:00,2543.5,13.6220833333333,4.775625,74.5120833333333,2.455375,242.541666666667,2.476625,0.0562916666666667,363.690170833333,137.24825,25.2774166666667,-17.7067083333333,-7.139375,-0.0600625,111.960541666667,-10.5681666666667,101.404083333333,0.775958333333333,1.852875,219.205833333333,0.775958333333333,211.01625,58.5741666666667,119.537708333333,18.139,-26.7498125,-10.62925,445,2.50497916666667
2023-06-02 00:00:00,2567.5,13.5858333333333,3.03175,88.595,2.52395833333333,211.475,2.53783333333333,0.010125,394.093116666667,181.238958333333,23.4065833333333,2.629,5.265,-0.49055,157.833291666667,-2.6365,155.189708333333,0.708416666666667,1.68858333333333,243.316666666667,0.708416666666667,246.283333333333,54.57875,183.872166666667,28.6707083333333,7.67333333333333,13.5066666666667,443,0.4485375
2023-06-03 00:00:00,2591.5,13.5929166666667,4.423,82.9,2.53020833333333,212.554166666667,2.5505,-0.00258333333333333,426.490054166667,124.750541666667,9.24891666666667,-0.54025,3.46258333333333,Inf,115.492416666667,-4.00258333333333,111.498958333333,0.589375,1.362375,220.878125,0.589375,207.790833333333,60.2445833333333,124.205083333333,12.7116666666667,-6.984,5.075,452,-0.116766666666667
2023-06-04 00:00:00,2615.5,13.51875,4.23658333333333,92.4745833333333,2.53066666666667,206,2.55016666666667,-0.00225,455.598533333333,94.3352916666667,4.54658333333333,1.39279166666667,8.22125,Inf,89.7975833333333,-6.82825,82.9684583333333,0.377583333333333,0.929708333333333,178.422333333333,0.377583333333333,146.450916666667,39.595,95.733875,12.768375,NaN,NaN,454,-0.10215
2023-06-05 00:00:00,2639.5,13.4929166666667,6.647125,77.7508333333333,2.52191666666667,199.958333333333,2.55220833333333,-0.00454166666666667,499.031395833333,198.8445,10.3410416666667,-23.216375,8.712875,Inf,188.503416666667,-31.928625,156.559583333333,0.720333333333333,1.54229166666667,188.593833333333,0.720333333333333,144.958125,45.2245833333333,175.6345,19.0537916666667,NaN,NaN,464,-0.210733333333333
2023-06-06 00:00:00,2663.5,13.4220833333333,8.969875,58.61875,2.51275,198.15,2.55370833333333,-0.00529166666666667,507.117745833333,218.942416666667,12.9241666666667,-77.7004166666666,3.760375,Inf,206.048791666667,-81.4591666666667,124.587916666667,0.828166666666667,1.74716666666667,224.083333333333,0.828166666666667,207.761375,45.4754166666667,141.245833333333,16.684125,-59.33,-4.624,456,-0.2413
2023-06-07 00:00:00,2687.5,13.39625,7.691375,68.8645833333333,2.51670833333333,197.191666666667,2.551875,-0.00433333333333333,492.023025,156.935583333333,10.1922083333333,-47.2250833333333,5.86383333333333,Inf,146.743208333333,-53.0869583333333,93.6579583333334,0.779291666666667,1.81029166666667,171.294375,0.779291666666667,184.746666666667,57.10875,109.705333333333,16.0566666666667,-75.1566666666667,-12.5366666666667,450,-0.195
2023-06-08 00:00:00,2711.5,13.4895833333333,7.56758333333333,72.84,2.51575,196.079166666667,2.55020833333333,-0.00191666666666667,486.71495,212.772083333333,10.632125,-36.4309583333333,9.88954166666667,Inf,202.144958333333,-46.3229583333333,155.839833333333,0.76375,1.592,203.45,0.76375,211.009166666667,51.3195833333333,176.34375,20.521125,NaN,NaN,452,-0.0866333333333334
2023-06-09 00:00:00,2735.5,13.43375,9.56745833333333,44.3791666666667,2.50745833333333,197,2.55095833333333,-0.00295833333333333,492.581975,212.037208333333,13.4905416666667,-66.1279166666667,5.83925,Inf,198.529333333333,-71.9654166666667,126.580833333333,0.842208333333333,1.83279166666667,205.852166666667,0.842208333333333,216.791458333333,52.6329166666667,145.909166666667,19.331375,-52.978,-0.2046,455,-0.134604166666667
2023-06-10 00:00:00,2759.5,13.4575,8.23816666666667,53.6783333333333,2.51341666666667,198.920833333333,2.55091666666667,-0.00270833333333333,436.762158333333,210.831875,17.2825,-78.0758333333333,11.8967916666667,-0.117944444444444,193.554875,-89.97125,103.586708333333,0.966958333333333,1.920625,197.1925,0.966958333333333,220.80625,51.2233333333333,132.764375,29.175375,-76.8004347826087,9.74060869565217,450,-0.121875
